in s,C1 in V
-1.96040E+01,4.64244E+00
-1.96034E+01,4.62337E+00
-1.96029E+01,4.62840E+00
-1.96024E+01,4.63786E+00
-1.96019E+01,4.63969E+00
-1.96014E+01,4.63557E+00
-1.96009E+01,4.63618E+00
-1.96004E+01,4.62291E+00
-1.95999E+01,4.63023E+00
-1.95994E+01,4.63771E+00
-1.95989E+01,4.63527E+00
-1.95984E+01,4.64320E+00
-1.95979E+01,4.62337E+00
-1.95974E+01,4.62688E+00
-1.95969E+01,4.63680E+00
-1.95964E+01,4.64122E+00
-1.95959E+01,4.63405E+00
-1.95954E+01,4.63573E+00
-1.95949E+01,4.62138E+00
-1.95944E+01,4.63084E+00
-1.95939E+01,4.63664E+00
-1.95934E+01,4.63603E+00
-1.95929E+01,4.64244E+00
-1.95924E+01,4.62733E+00
-1.95919E+01,4.62306E+00
-1.95914E+01,4.63512E+00
-1.95908E+01,4.64076E+00
-1.95903E+01,4.63557E+00
-1.95898E+01,4.63863E+00
-1.95893E+01,4.62230E+00
-1.95888E+01,4.62871E+00
-1.95883E+01,4.63893E+00
-1.95878E+01,4.63451E+00
-1.95873E+01,4.64107E+00
-1.95868E+01,4.62611E+00
-1.95863E+01,4.62718E+00
-1.95858E+01,4.63298E+00
-1.95853E+01,4.64153E+00
