in s,C1 in V
-4.33694E+00,4.67738E+00
-4.33684E+00,4.66457E+00
-4.33674E+00,4.65205E+00
-4.33663E+00,4.65266E+00
-4.33653E+00,4.64473E+00
-4.33643E+00,4.65450E+00
-4.33633E+00,4.65434E+00
-4.33623E+00,4.65511E+00
-4.33613E+00,4.65663E+00
-4.33603E+00,4.65678E+00
-4.33593E+00,4.65923E+00
-4.33583E+00,4.66060E+00
-4.33573E+00,4.65602E+00
-4.33563E+00,4.66335E+00
-4.33553E+00,4.66624E+00
-4.33542E+00,4.66823E+00
-4.33532E+00,4.66838E+00
-4.33522E+00,4.66991E+00
-4.33512E+00,4.67097E+00
-4.33502E+00,4.66853E+00
-4.33492E+00,4.66777E+00
-4.33482E+00,4.66380E+00
-4.33472E+00,4.66060E+00
-4.33462E+00,4.65373E+00
-4.33452E+00,4.65495E+00
-4.33442E+00,4.67082E+00
-4.33432E+00,4.68730E+00
-4.33422E+00,4.68120E+00
-4.33411E+00,4.66762E+00
-4.33401E+00,4.65694E+00
-4.33391E+00,4.65480E+00
-4.33381E+00,4.64900E+00
-4.33371E+00,4.64809E+00
-4.33361E+00,4.65175E+00
-4.33351E+00,4.65465E+00
-4.33341E+00,4.65648E+00
-4.33331E+00,4.65785E+00
-4.33321E+00,4.65816E+00
-4.33311E+00,4.65892E+00
-4.33301E+00,4.65907E+00
-4.33290E+00,4.66380E+00
-4.33280E+00,4.66075E+00
-4.33270E+00,4.66655E+00
-4.33260E+00,4.65877E+00
-4.33250E+00,4.66655E+00
-4.33240E+00,4.66945E+00
-4.33230E+00,4.66792E+00
-4.33220E+00,4.66655E+00
-4.33210E+00,4.66365E+00
-4.33200E+00,4.65907E+00
-4.33190E+00,4.65648E+00
-4.33180E+00,4.64977E+00
-4.33170E+00,4.66731E+00
-4.33159E+00,4.68532E+00
-4.33149E+00,4.67815E+00
-4.33139E+00,4.66472E+00
-4.33129E+00,4.65709E+00
-4.33119E+00,4.65327E+00
-4.33109E+00,4.65144E+00
-4.33099E+00,4.65129E+00
-4.33089E+00,4.65297E+00
-4.33079E+00,4.64946E+00
-4.33069E+00,4.65617E+00
-4.33059E+00,4.64778E+00
-4.33049E+00,4.65923E+00
-4.33038E+00,4.66151E+00
-4.33028E+00,4.66350E+00
-4.33018E+00,4.66426E+00
-4.33008E+00,4.66533E+00
-4.32998E+00,4.66777E+00
-4.32988E+00,4.66930E+00
-4.32978E+00,4.66228E+00
-4.32968E+00,4.67021E+00
-4.32958E+00,4.66777E+00
-4.32948E+00,4.66853E+00
-4.32938E+00,4.66579E+00
-4.32928E+00,4.66319E+00
-4.32918E+00,4.65968E+00
-4.32907E+00,4.65694E+00
-4.32897E+00,4.66716E+00
-4.32887E+00,4.68379E+00
-4.32877E+00,4.67921E+00
-4.32867E+00,4.66945E+00
-4.32857E+00,4.64900E+00
-4.32847E+00,4.65404E+00
-4.32837E+00,4.65175E+00
-4.32827E+00,4.65144E+00
-4.32817E+00,4.65160E+00
-4.32807E+00,4.65175E+00
-4.32797E+00,4.65327E+00
-4.32786E+00,4.65419E+00
-4.32776E+00,4.64854E+00
-4.32766E+00,4.65938E+00
-4.32756E+00,4.65831E+00
-4.32746E+00,4.66197E+00
-4.32736E+00,4.66380E+00
-4.32726E+00,4.66701E+00
-4.32716E+00,4.66808E+00
-4.32706E+00,4.66716E+00
